Haber,Yorum
politika_Haber: ,Özel'den Kılıçdaroğlu'nu kızdıracak hareket! Partiye geri dönen Tanju Özcan'ı ayakta alkışlattı
politika_Haber: ,CHP lideri Özel: Muğla Büyükşehir Belediye Başkanı Osman Gürün yerel seçimde aday olmayacak
politika_Haber: ,"Mansur Yavaş'tan İYİ Parti'nin seçim kararına ilk yorum: Biz partilerin aldığı kararlara karışmıyoruz, saygı duyuyoruz"
politika_Haber: ,"İçişleri Bakanı Ali Yerlikaya, İBB adayı olacağı iddialarını yalanladı: Öyle bir şey yok"
politika_Haber: ,CHP'yle ittifak kapılarını kapatan İYİ Parti'de sular durulmuyor! Eski İl Başkanı zehir zemberek sözlerle istifa etti
politika_Haber: ,Rusya lideri Putin: Türkiye ile çok sayıda ilginç projemiz ve ortak çalışmamız var
politika_Haber: ,"Katar'dan iki farklı tarife! Alman lidere ayar, Cumhurbaşkanı Erdoğan'a coşkulu karşılama"
politika_Haber: ,"İYİ Parti, CHP'nin yerel seçimde iş birliği teklifini reddetti"
politika_Haber: ,Kayserispor'a prim sözü veren Bakan Mehmet Özhaseki'ye İmamoğlu'ndan tepki
politika_Haber: ,Diyarbakır'da mahalle muhtarı yem çadırında başından vurulmuş halde bulundu
politika_Haber: ,"HEDEP, yerel seçimlere kendi adaylarıyla girecek"
politika_Haber: ,İzmit Belediye Başkanı'nın milyonluk ihale verdiği kişi yeğeni değilmiş
politika_Haber: ,"Akşener'e ne teklif etti? Özgür Özel, yankı uyandıran görüşmenin detaylarını paylaştı"
politika_Haber: ,Erdoğan'ın Gazze diplomasisi hız kesmiyor! Bugün Katar'a ardından da Yunanistan'a gidecek
politika_Haber: ,"Hamas, İngiltere'nin Gazze üzerinde gözetleme uçuşları yapma kararına tepki gösterdi"
politika_Haber: ,AK Parti'den İstanbul anketinde Ekrem İmamoğlu'nun açık ara önde çıktığı iddiasına yanıt
politika_Haber: ,"CHP'den İBB başkan aday adayı olan Bakırköy Belediye Başkanı Kerimoğlu, İmamoğlu'nu bombaladı"
teknoloji_Haber: Teknoloji Haberleri,Togg'un yeni modeli için geri sayım başladı! Bakan Kacır tarih verdi
teknoloji_Haber: ,"Elon Musk, Adana'ya geliyor"
teknoloji_Haber: ,İşte TEKNOFEST 2024'ün düzenleneceği il
teknoloji_Haber: ,Zonguldak'ta peş peşe heyelan faciası! Anne ve oğlunu arayan ekipler toprak altında kaldı
teknoloji_Haber: ,Dünyanın en iyi üniversiteleri sıralandı! Listede Türkiye'den 17 kurum var
teknoloji_Haber: ,Belediyenin kendi öz kaynağıyla yaptığı kavşakla trafik sorunu tarih oldu
teknoloji_Haber: ,Güneş'in yüzeyinde ortaya çıktı! Doğrudan Dünya'ya doğru geliyor
teknoloji_Haber: ,Yıllardır heyecanla beklenen GTA 6'nın fragmanı yayınlandı
teknoloji_Haber: ,Telefonlardaki deprem uyarı sistemi nasıl aktif hale getirilir?
teknoloji_Haber: ,Depremden saniyeler önce milyonlarca telefona aynı mesaj gitti
teknoloji_Haber: ,Bakanlık engelli vatandaşların yanında! Ulaşımdaki engeller tek tek kalkıyor
