Unnamed: 0,Yorumlar,Duygular
1380,"['yeni', 'turkcell', 'reklamı', 'çok', 'tatlış', 'ya', 'sldildle']",['olumlu']
1381,"['şu', 'turkcell', 'reklamını', 'her', 'izlediğimde', 'duygulaniyorum.reklam', 'dediğin', 'böyle', 'olur']",['olumlu']
1382,"['turkcell', 'den', 'goller', 'küpede', ':', ')', ':', ')', 'çok', 'iyi', 'ya', '*']",['olumlu']
1383,"['ve', 'sonunda', 'makul', 'bir', 'fatura', 'geldi', 'çok', 'şükür', 'bu', 'günleri', 'görmek', 'için', 'çok', 'çalıştım', 'çok', 'emek', 'harcadım', 'turkcell', 'artık', 'dost', 'muyuz', '?']",['olumlu']
1384,"['turkcell', 'her', 'alanda', 'olduğu', 'gibi', 'imdada', 'yine', 'yetişti', 'ödevimi', 'kurtardın', 'faydaların', 'için', 'teşekkürler', 'turkcell']",['olumlu']
1385,"['ttnetdestek', 'aboneliğimi', 'iptal', 'edip', 'turkcell', ""'"", 'e', 'geçeceğim', '.', 'pahalı', 'ama', 'en', 'azından', 'insan', 'yerine', 'koyup', 'ilgileniyorlar', '!']",['olumlu']
1386,"['turkcell', 'in', 'yaptığı', 'en', 'büyük', 'kıyak', 'sahur', 'pakedi']",['olumlu']
1387,"['_barisbozkurt_', 'kasım', '2014', ""'"", 'e', 'kadar', 'vodafone', 'kullanıyordum', 've', 'çekmiyordu', '.', 'o', 'vakitten', 'beri', 'turkcell', ';', 'pahalı', 'ama', 'kaliteli', '.']",['olumlu']
1388,"['helal', 'turkcell', '.', 'böyle', 'günlerde', 'çok', 'güzel', 'hareketler', 'bunlar', '.']",['olumlu']
1389,"['4.5g', 'ihalesinde', 'büyük', 'band', 'aralığnı', '(', '1800', '&', '2100mhz', ')', 'açık', 'arttırmada', 'turkcell', 'kazanmış.bu', 'da', 'demek', 'oluyorki', 'daha', 'çok', 'baz', 'istasyonu', 'yapacak', '.']",['olumlu']
1390,"['4.5g', 'ihalesine', 'damgasını', 'vuran', 'operatör', 'turkcell', 'oldu']",['olumlu']
1391,"['yobazcocuk', 'en', 'iyisi', 'turkcell', 'yinede']",['olumlu']
1392,"['martynlovato', 'o', 'değil', 'de', 'turkcell', 'hepyanında', 'reklamı', 'süper', 'olmuş']",['olumlu']
1393,"['adamsin', 'turkcell']",['olumlu']
1394,"['bsrguven', 'turkcell', '25tlye', 'sınırsız', '1', 'gb', 'mükemmel', '1gb', 'bitse', 'bile', 'internet', 'keyfi']",['olumlu']
1395,"['turkcell', '1.avea', 'bana', '10', 'gb', 'net', 'vereceğine', 'turkcell', '1gb', 'kullanırım', 'daha', 'iyi']",['olumlu']
1396,"['hakanhepcan', ""youtube'da"", 'rol', 'röportajını', 'izledim', 'arkada', 'bu', 'çaldı', 'baktım', 'turkcell', 'muziktede', 'var.çok', 'iyi', 'ya', '...']",['olumlu']
1397,"['turkcell', 'genel', ""müdürü'nden"", 'büyük', 'başarı', '-', 'shiftdeletenet', 'aracılığıyla']",['olumlu']
1398,"['•••', ""türkiye'ye"", 'smsi', 'ilk', 'turkcell', 'tanıtmış', 'hizmet', 'sunmuş', 'bide…']",['olumlu']
1399,"['teşekkürler', 'sayın', 'turkcell']",['olumlu']
1400,"['63', 'mb', 'internet', 'kalmıştı', 'saat', '12', 'yi', 'gecti', '3', 'gb', 'oldu', 'canim', 'turkcell', 'uzulmeme', 'izin', 'vermiyo']",['olumlu']
1401,"['yok', 'abi', 'yok', '.', 'allah', ""turkcell'den"", 'başkasına', 'sonraki', 'g', 'ihalelerinde', 'ihaleye', 'girecek', 'para', 'vermesin', '.']",['olumlu']
1402,"['alwxysvioletta', 'avea', 'da', '12', 'ay', 'kalma', 'sözüm', 'olmasa', 'turkcell', 'e', 'geccem', 'ama', 'geçmiyo', '12', 'ay', 'bi', 'türlü', 'hangi', 'akılla', 'avea', 'yı', 'seçtim', 'ki', ';', '(']",['olumlu']
1403,"['bahcebasi', 'bayraktarzt', 'duzardcmelisa', 'evet', 'hocam', 'turkcell', 'daha', 'hesaplı']",['olumlu']
1404,"['eisagoge', 'adam', 'turkcell', 'kullanıyor', '.', 'telefonu', 'her', 'yerde', 'çekiyor', '.', 'huseyintarik']",['olumlu']
1405,"['geceleri', '2', 'gb', 'beleş', 'internet', 'veren', 'turkcell', 'adamsın', '.']",['olumlu']
1406,"['mehmettyilmazzz', 'turkcell', 'çölde', 'bir', 'vaha', 'gibidir']",['olumlu']
1407,"['turkcell', 'süperonline', 'ışık', 'hızında', 'internet', 'valla', 'çok', 'hızlı']",['olumlu']
1408,"['canım', 'turkcell', 'hediye', 'sınırsız', 'twitter', 'paketi', 'yolladı']",['olumlu']
1409,"['vodafone', ""'"", 'u', 'hiç', 'sevmedim', ',', 'sana', 'geliyorum', 'turkcell']",['olumlu']
1410,"['bu', 'turkcell', 'bir', 'harika', 'dostum', 'fulle', 'yazıyorsun', '2222', 'ye', 'yolluyorsun', 'interneti', 'fulluyor', 'turkcell']",['olumlu']
1411,"['sabrireyiziniz', '1gb', 'interneti', 'kaptık', 'valla', 'eyvallah', 'reyiz', 'turkcell']",['olumlu']
1412,"['bekirabiniz', 'turkcell', 'turkcellhizmet', 'internetinin', 'harcadığın', 'kadarını', 'geri', 'veriyor', 'haberin', 'yok', 'mu', 'ahagaf', 'daha', 'napsınlar']",['olumlu']
1413,"['alarm', 'kurmamak', 'işe', 'geç', 'gitmek', 'ne', 'kadar', 'güzel', 'bile', 'teşekkürler', 'cemil', 'bey', 'teşekkürler', 'demsan', 'teşekkürler', 'turkcell']",['olumlu']
1414,"['geleceği', 'yazanlar', 'gibi', 'harika', 'şeyler', 'yaptığın', 'için', 'teşekkürler', 'turkcell', 'turkcellhizmet', 'turkcell']",['olumlu']
1415,"['turkcell', '3g', '-', ""'merak"", ""'"", 'reklami', ':', 'en', 'sevdiğim', 'reklamlardan', 'biridir', '.', 'turkcell', 'merak']",['olumlu']
1416,"['aveadestek', 'resmen', 'pişman', 'oldum', 'hattımı', ""turkcell'den"", ""avea'ya"", 'taşıttığıma', '!', 'müşterihizmetleri', 'sıfır', '!', 'ezberlediklerini', 'papağan', 'gibi', 'söylüyorlar', '!']",['olumlu']
1417,"['süreyya', 'ciliv', ':', 'iyi', 'ki', 'turkcell\x92e', 'gelmişim', 'çok', 'mutluyum']",['olumlu']
1418,"['fakat', 'turkcell', 'in', 'çiğ', 'köfteli', 'reklamı', 'başarılı', 'olmuş']",['olumlu']
1419,"['reklam', 'budur', 'dedirtin', 'turkcell', 'harbi', 'tebrikler', 'süper', 'reklam', 'yapmış', '.']",['olumlu']
1420,"['ben', 'trabzonsporu', 'tutuyorum', 'diye', 'öğrencilerimden', 'bazıları', 'da', 'trabzonsporu', 'tutmaya', 'başladı', 'turkcell', 'gibiyim', 'onları', 'da', 'hayata', 'bağlıyorum', ':', ')', ':', ')']",['olumlu']
1421,"['ha', 'mecburi', 'bir', 'durumdan', 'ötürü', 'telefonda', ""vodafone'dan"", 'turkcell', ""'"", 'e', 'geçmek', 'zorunda', 'kaldım', 've', '3g', 'açısından', 'en', 'büyük', 'yıkımı', 'böylece', 'yaşadım', '.']",['olumlu']
1422,"['teşekkürler', 'turkcell', 've', 'gelecegiyazanlr', 'ekibi']",['olumlu']
1423,"['turkcell', 'reklamına', 'tek', 'bayılan', 'ben', 'değilim', 'heralde', 'dimi', '?']",['olumlu']
1424,"['bence', 'son', '10', 'yilin', 'en', 'tatli', 'reklami', ""turkcell'in"", 'corc', 'emmi', 'reklami', '.']",['olumlu']
1425,"['helal', 'be', 'otobandaki', 'tünelde', 'bile', 'cekiyo', 'iyi', 'ki', 'turkcell', ""'"", 'e', 'gecmisim', 'turkcell']",['olumlu']
1426,"['Ttnet', 'calismiyor', 'guya', 'sinirsiz', 'aboneyiz', 'turkcell', 'ile', 'baglaniyoruz', 'hayata']",['olumlu']
1427,"['turkcell', 'müzik', 'çok', 'iyide', 'olmuş', 'çokta', 'güzel', 'olmuş', 'hoş', 'olmuş']",['olumlu']
1428,"['Okadar', 'fatura', 'oduyorum', 'ama', 'hizmette', 'turkcell', 'gibisi', 'yok', '@', 'TurkcellHizmet', '3g', 'olmasa', 'yanmistim']",['olumlu']
1429,"['turkcell', 'seviyorum', 'seni', 'bedava', 'dakika', 'yollamış', 'kendiliğinden', ':', ')', ')']",['olumlu']
1430,"['Dilberayli', 'turkcell', 'reklamina', 'bittim', 'resmen', '...', 'Zorundamiyim', ':', ')', ')']",['olumlu']
1431,"['Turkcell', 'haydii', 'lilllililili', 'reklami', 'cikinca', 'kendimi', 'cok', 'mutlu', 'hissediyorum', 'nedense', ':', ')']",['olumlu']
1432,"['ay', 'lav', 'yu', 'Turkcell', ',', 'Hayat', 'Paylaşınca', 'Güzel', '...', ':', ')']",['olumlu']
1433,"['babama', 'turkcell', 'aylardır', 'yanlış', 'tarifeyi', 'kullandırıyomuş', 'babamda', 'sorunu', 'çözdürmeye', 'gidince', 'özür', 'olarak', 'telefon', 'hediye', 'etmişler', ':', 'D']",['olumlu']
1434,"['bi', 'adam', '22.', 'katta', 'aşagı', 'düşmüş', 'ama', 'ölmemiş', 'neden', '?', '-', 'çünkü', 'turkcell', 'ile', 'hayata', 'bağlanmış', ':', 'p']",['olumlu']
1435,"['Turkcell', 'reklamı', 'yeni', 'favorim', '.', 'Ele', 'güne', 'karşı', 'yapayalnıız', 'facebooksuz', 'olmaz', 'kii', '=D']",['olumlu']
1436,"['Turkcell', 'sınırsız', 'internet', 'çıkarmış', '8', ""tl'ye"", 'hadi', 'avea', 'bunu', 'sende', 'yapabilirsin', 'inanıyorum', 'bebeğim', ':', 'D']",['olumlu']
1437,"[""Allah'tan"", 'Turkcell', 'var', '.', '#', 'ttnet', 'e', 'muhtac', 'degilim', '.', ':', ')']",['olumlu']
1438,"['Turkcell', 'internet', 'gözünü', 'seveyim', 'senin', ':', 'D', ""ttnet'in"", 'yediği', 'küfürün', 'hesabı', 'yok', ':', 'D', 'aman', 'sende', 'bozma', 'kendini', ':', 'P']",['olumlu']
1439,"['Merhaba', 'Turkcell', 'Superonline', ',', 'güle', 'güle', 'rezalet', 'tt', 'net', '!', '!', '!', 'Oh', 'beeeee', ':', ')', ')']",['olumlu']
1440,"['Sevgilim', 'bana', '250MB', 'internet', 'hediye', 'etti', ':', ')', 'seviyorum', 'seni', 'turkcell']",['olumlu']
1441,"['Sms', 'degil', 'mmsle', 'anlasiyoruz', 'artik', '.', 'Sagolasin', 'Turkcell', ':', ')', ')']",['olumlu']
1442,"['Turkcell', 'twitter', ""'"", 'i', 'ücretsiz', 'yapmış', ',', 'sevmeye', 'başladım', 'turkcell', ""'"", 'i', '.', ':', ')', ')']",['olumlu']
1443,"['Babama', 'Ipone4s', 'banada', 'blackberry', ':', ')', ')', 'yaşasın', '.Teşekkürler', 'Turkcell']",['olumlu']
1444,"[""Turkcell'den"", 'her', 'gecelik', '250', 'MB', 'hediye', 'internetimizi', 'de', 'alırız', ':', ')']",['olumlu']
1445,"['ve', 'yeniden', 'turkcell', '...', 'aveaymiş', 'peh', '..', '2', 'ay', 'yetti', 'lanet', 'etmeme', '!', '!', ':', ')']",['olumlu']
1446,"[""Turkcell'in"", 'reklam', 'politikasi', 'okadar', 'iyiki', 'Turkiyede', 'reklamlarini', 'begenmiycek', 'adam', 'yok', 'tabi', 'onlarda', 'kolaylikla', 'soyuyo', 'bizleri', ':', ')']",['olumlu']
1447,"['herhalde', 'en', 'kibar', 'konuşan', 'kız', 'turkcell', 'müşteri', 'hizmetlerindekidir', ':', ')']",['olumlu']
1448,"[""Turkcell'den"", 'müjdeli', 'haber', 'geldi', '.', 'Nano', 'sim', 'kartlar', ',', ""iPhone5'lerin"", ""'global"", ""'"", 'satışı', 'başladığı', 'an', ""Türkiye'de"", 'satışta', 'olacak', '.']",['olumlu']
1449,"['Benim', 'internetim', 'niye', 'böyle', 'yavaşladı', 'ya', ':', '/', 'vallahi', 'turkcell', 'bin', 'basar', 'hızda', 'ttnete', ':', '(']",['olumlu']
1450,"['Turkcell', ""Avea'dan"", 'kesinlikle', 'daha', 'iyi', '.']",['olumlu']
1451,"['Turkcell', 'müziğe', 'Kid', ""Cudi'nin"", '2', 'yeni', 'parçası', 'gelmiş', 'ow', 'yeah', '!']",['olumlu']
1452,"['Oo', 'bedava', 'mobil', 'tv', 'üyelik', 'verdiler', '.', 'Evin', 'heryerinde', 'televizyon', 'izleyebiliyorum', '.', 'Teşekkürler', 'turkcell', '.']",['olumlu']
1453,"['Şu', 'lanet', 'köyde', 'Twittera', 'bile', 'giremeseydim', 'iyice', 'kafayı', 'yerdim', 'herhalde', '!', 'İyi', 'ki', 'varsın', 'Turkcell', ':', 'D']",['olumlu']
1454,"['Turkcell', 'sari', 'kutu', 'diye', 'bisey', 'yapmis', ',', 'pek', 'de', 'guzel', 'yapmis', '..', 'Hediyelere', 'bayildim', ':', ')', ')', 'hepsini', 'istiyorum', '...']",['olumlu']
1455,"['şaka', 'gibisin', 'ttnet', ',', 'hic', 'bir', 'sosyal', 'ag', 'acilmiyor', '!', 'bunu', ""3g'den"", 'yaziyorum', 'yasasin', 'turkcell', ':', ')', ')']",['olumlu']
1456,"['Sari', 'kutu', 'sayesinde', 'turkcell', 'in', 'beni', '10', 'yildir', 'sevdigini', 'ogrendim']",['olumlu']
1457,"['Bolu', 'istanbul', 'arasinda', ',', 'fener', 'macini', 'turkcell', 'sayesinde', 'kesintisiz', 'izliyorum.Bide', 'telin', 'ekranini', 'buyutebilsem', ':', 'D']",['olumlu']
1458,"['Ne', 'Ttnet', ',', 'ne', 'Superonline', ',', 'ne', 'Metronet', '!', 'iphone5', 've', 'Turkcell', 'havadan', 'bütün', 'kablolu', 'servisleri', 'geride', 'bırakıyor', 'hız', 'konusunda', '...']",['olumlu']
1459,"['Turkcell', 'zibidilerin', 'yerine', 'bu', 'kez', 'harbi', 'sanatçı', 'oynatınca', 'reklam', 'süper', 'olmuş', '.']",['olumlu']
1460,"['\\Hayat', 'aynı', 'dili', 'paylaşınca', 'güzel\\', ""''"", 'Turkcell', 'yine', 'on', 'numara', 'reklam', 'yapmissin', ""''""]",['olumlu']
1461,"[""Turkcell'in"", 'yaptıgı', 'son', 'reklam', 'tam', 'anlamıyla', 'harika', ',', 'işaret', 'dilini', 'kullanmak']",['olumlu']
1462,"['turkcell', 'sonunda', 'adam', 'akıllı', 'bir', 'reklam', 'yaptı', '...', 'Hızı', 'anlatmak', 'için', 'doğru', 'kişiyi', 'kullandı', ':', 'D', '@', 'Vollkanisik']",['olumlu']
1463,"['Avea', 'yıkılan', 'paket', 'ile', 'fiyat', 'avantajı', 'mı', 'yoksa', 'Turkcell', 'kalitesi', 'mi', '?']",['olumlu']
1464,"['Turkcell-im', 'reklamını', 'özledim']",['olumlu']
1465,"['Kenter', ""Tiyatrosu'nda"", 'Turkcell', 'tiyatro', 'ekibinin', 'oyununu', 'izledim', 'bu', 'akşam', '.', 'On', 'numara', 'beş', 'yıldız', 'olmuş', 'arkadaşlar', 'tebrik', 'ederim', '.']",['olumlu']
1466,"['İğrençsin', 'Ttnet', '!', ""Turkcell'in"", 'cep', 'telefonundaki', '3g', 'si', 'bile', 'senden', 'daha', 'hızlı', 've', 'sorunsuz', '.']",['olumlu']
1467,"['turkcell', 'muziki', 'twitterda', 'paylaşan', 'kişiyi', 'çooooooooookkkkkkk', 'öpüyorum', '.....', 'sayesinde', 'şarki', 'indirebiliyorum', '...', 'hadi', 'gelsin', 'firuzeeeeee', ':', ')', ')', ')', ')', ')']",['olumlu']
1468,"['Şu', 'Genç', 'Turkcell', 'reklamlarındaki', 'ortam', 've', 'arkadaşlığı', 'kıskanan', 'bi', 'tek', 'beenmiyim', '?', '?', '?']",['olumlu']
1469,"['sevgili', 'turkcell', 'atmış', 'olduğun', 'mesajların', 'sonuna', 'gülücük', 'koyman', 'çok', 'hoş', ',', 'seni', 'hınzır', 'seni', '=', ')', ')']",['olumlu']
1470,"['Oha', 'cuma', 'günüde', 'sinema', 'bileti', 'bedava', 'hahahahaha', 'öperim', 'seni', 'turkcell']",['olumlu']
1471,"['Trump', 'Towers', '-4teyim', 'Turkcell', 'full', 'cekio']",['olumlu']
1472,"['Turkcell', 'kesinlikle', 'her', 'yerde', 'cekiyor']",['olumlu']
1473,"['Turkcell', 'sayesinde', 'kontör', 'yüklemiyorum', 'mk', 'her', 'hafta', 'mesaj', 'hakkı', 'dakikalar', 'adamsın', 'turkcell', ':', ')']",['olumlu']
1474,"['Şu', 'genç', 'turkcell', 'reklamları', 'da', 'kendini', 'özendiriyor', '.', 'Akşam', 'sahile', 'insek', 'ordan', 'bi', 'yerlere', 'gitsek', 'falan', '.', 'Biz', 'balkon', 'çekirdek', 'olan', 'kesimiz', '.']",['olumlu']
1475,"['Yayla', 'yolunda', 'bile', 'Turkcell', 'Platinum', 'İnternet', 'çekiyorsa', 'Turkcell', 'bu', 'işi', 'biliyordur', 'arkadaş', '.', 'Tebrikler', 'Turkcell']",['olumlu']
1476,"['telefon', 'ekranındaki', 'sol', 'üst', 'köşesindeki', 'turkcell', 'yazısını', 'o', 'kadar', 'özlemişimki', 'tarif', 'edilemez', ':', 'D']",['olumlu']
1477,"['Turkcell', 'sana', 'geçiyorum', 'abi', 'Avea', 'ile', 'hayat', 'mı', 'geçer', '.', 'İnsanın', 'birden', 'interneti', 'nasıl', 'gider', 'ya']",['olumlu']
1478,"['Nihayet', 'Hobbit', 'vizyona', 'giriyor.turkcell', 'in', 'hediye', 'ettiği', 'beleş', 'biletleri', 'ile', 'izleyince', 'daha', 'bir', 'güzel', 'olacak', ':', ')']",['olumlu']
1479,"['reklamlarda', 'çıkan', 'çipetpet', 'Arnavut', 'Şevket', 'konusunda', 'turkcell', 'ciddi', 'mi', 'çok', 'merak', 'ediyorum', 'youtube', 'şarkı', 'aralarında', 'çıkmasa', 'iyi', 'reklam', 'aslında']",['olumlu']
1480,"['Böyle', 'dışlanacaksak', 'olmaz', 'yani', 'illa', 'transfer', 'tekliflerini', 'mi', 'değerlendirelim', '.', 'Turkcell', 'her', 'transfer', 'döneminde', 'peşimde', 'yani', ':', ')']",['olumlu']
1481,"['Ya', 'şu', 'turkcell', 'reklamına', 'ölüyorum', 'cibili', 'cibili', 'şak', 'şak', 'şak', 'jsjdsdjjejswejswjswe']",['olumlu']
1482,"['Turkcell', 'reklamındaki', 'dedeye', 'bitiyorum', ':', 'D']",['olumlu']
1483,"['Adwin', 'ile', ""Turkcell'den"", ',', 'Cinemaximum', 'sinema', 'bileti', 'kazandım', '!', 'Sen', 'de', 'indir', ',', 'sen', 'de', 'kazan', '!', 'http', ':', '//t.co/CbfEIEW2jL']",['olumlu']
1484,"['genç', 'turkcell', 'reklamını', 'sonuna', 'kadar', 'izleyen', 'bi', 'ben', 'değilimdir', 'herhalde', '.']",['olumlu']
1485,"['Bugün', 'DNS', 'den', 'çektiğimi', 'başka', 'bişeyden', 'çekmedim', 'yaşasın', ""Turkcell'in"", 'cekim', 'güçü', 'batsın', 'ttnetin', 'dns', 'ayarı']",['olumlu']
1486,"['Mng', 'Kargo', 'reklamını', 'yine', 'çok', 'beğendim', '.', 'Hangi', 'ajansla', 'çalışıyorlarsa', ',', 'işi', 'kavramışlar', '.', 'Turkcell', 'reklamlarının', 'havası', 'var']",['olumlu']
1487,"['Turkcell', 'yine', 'yapmış', 'yapacağını', ',', 'son', 'reklam', 'çok', 'başarılı', 'çok', 'hoşş', ':', ')', ')']",['olumlu']
1488,"['Turkcell', 'den', 'yine', 'kaliteli', 'bir', 'reklam', '!', '#', '14Kubat', 'Bayıldım', ':', ')']",['olumlu']
1489,"['bugün', 'Turkcell', 'Süperonline', ""İnternet'im"", 'açıldı', '.', 'Çok', 'hızlı', 'çok', 'memnunum', ""Wifi'de"", 'bile', '%', '85', '.', 'Teşekkürler', 'Türkcell', '@', 'superonlinetr']",['olumlu']
1490,"['Turkcell', 'beleşten', 'smsler', ""GB'lar"", 'dağıtıyo', 'hayırdır', 'inşallah']",['olumlu']
1491,"['Ttnet', 'ten', 'internete', 'nerdeyse', 'hic', 'giremiyorum', '.', 'Turkcell', 'olmasa', 'internet', 'yok', '.', 'Yarin', 'iptal', 'ettiriyorum', 'sevgili', '@', 'ttnet']",['olumlu']
1492,"['Avea', 'öyle', 'güzel', 'reklam', 'çekiyor', 'ki', 'sanırsın', 'Turkcell', '.']",['olumlu']
1493,"['Şu', ""Turkcell'in"", 'reklamını', 'her', 'izlediğimde', 'youtube', ""'"", 'a', 'MFÖ', 'yazıp', 'ne', 'varsa', 'dinliyorum', '.', ""KOÜ'deki"", 'konsere', 'beni', 'almazlarsa', 'diplomayı', 'yakarım', 'kapıda', '.']",['olumlu']
1494,"['Niyemi', 'Turkcell', 'şaka', 'maka', 'dört', 'çekiyor', ""Vodafone'nin"", 'yanina', 'koyim', 'lan', 'baz', 'istasyonunun', 'dibinde', 'çekmiyor', '..']",['olumlu']
1495,"['2GB', 'ücretsiz', 'internet', 'paketim', 'oldu', 'teşekkürler', 'turkcell', '..']",['olumlu']
1496,"['Ramazanın', 'en', 'sevdiğim', 'yanı', ""Turkcell'in"", 'Sahur', 'paketi', 'kampanyası.02.00-06.00', 'arası', 'beleş', 'internet.uykuyu', 'bile', 'bu', 'kampanya', 'kadar', 'sevmiyorum', 'aq']",['olumlu']
1497,"['Almak', 'istediğim', 'Turkcell', 'T50', 'nin', 'reklamı', 'süper', 'olmuş', ',', 'akıllı', 'saatinide', 'alıcam', '.', 'Hem', 'iyi', 'hem', 'yerli', 'malı']",['olumlu']
1498,"['Atv', 'arıza', 'yaptı', 'yolda', 'pardon', 'dagbasinda', 'kaldık', ',', 'adrenalin', 'tavan', ',', 'telefonun', 'hala', 'çekiyor', 'olması', 'da', 'mucizeee', 'tebrikler', 'turkcell']",['olumlu']
1499,"['internet', 'paketim', 'bitsin', 'vodafone', ""'"", 'a', 'geçicem', 'diye', 'bekledim', '.', 'paketim', 'bitti', '.', 'turkcell', 'anladı', 'heralde', '250', 'MB', 'göndermiş', 'yine', ':', ')']",['olumlu']
1500,"['Abi', 'yeniden', 'Turkcell', 'e', 'geçince', 'bi', 'ferahlamiş', 'hissetyim', 'be']",['olumlu']
1501,"['Turkcell', 'kalitesine', 'kavustum', ':', ')']",['olumlu']
1502,"['Turkcell', 'teşekkür', 'ederim', 'hesabıma', 'parayı', 'yatırdığın', 'için', ':', ')']",['olumlu']
1503,"['Turkcell', 'Platinum', 'seni', 'seviyorummmmm', ':', ')', 'Yarın', 'akşam', 'Harbiye', 'Açık', 'Havadaki', 'Şevval', 'Sam', 'konserine', 'bilet', 'hediye', 'ettiler', 'bana', 'şaka', 'gibi', ':', ')', ')', ')', ')']",['olumlu']
1504,"['Android', 'için', 'Turkcell', 'müzik', 'uygulaması', 'tam', 'kıvamında', ':', ')']",['olumlu']
1505,"['An', 'itibari', 'ile', 'telefonumdan', 'Turkcell', 'interneti', ',', 'bilgisayarimdan', 'TTNet', ""'"", 'i', 'kullaniyorum', 've', 'Turkcell', 'tokatliyor', '.', 'TTNet', ',', 'izdirapsin', '.']",['olumlu']
1506,"['Turkcell', 'müziğin', 'listelerine', 'bayılıyorum', ':', ')', 'Pazartesi', 'sendromu', 'bugünkü', 'favorim', '@', 'Turkcell']",['olumlu']
1507,"['1', 'gb', 'internet', 'paketi', 'yaptim', '1', 'gb', 'ek', 'paket', 'turkcell', 'verdi', '100', 'mb', 'da', 'sms', 'paketinden', 'geldi', 'Oooo', 'turkceeeeeeeeel']",['olumlu']
1508,"[""Turkcell'in"", 'spotify', 'a', 'gondermesi', 'cok', 'iyi', 'olmus', ':', ')']",['olumlu']
1509,"['Turkcell', '500', 'mb', 'internet', 'gönderdi', '.', 'Adamsın', 'turkcell', '.', '☆', ':', 'P']",['olumlu']
1510,"['Bu', 'sene', 'gördüğüm', 'en', 'profesyonel', 've', 'faydalı', 'etkinlik', '#', 'TeknolojiZirvesi', 'idi', '.', 'Katkısı', 'olan', 'tüm', 'Turkcell', 'müşterilerine', 'teşekkürler', ':', ')']",['olumlu']
1511,"[""Turkcell'in"", 'gencaver', 'hizmetini', 'sevdim', '.', 'Müşteri', 'hizmetlerine', 'bağlanmayı', 'beklemektense', 'sms', 'yoluyla', 'halletmek', 'daha', 'güzel', '.', 'Hitap', 'şekli', ':', 'Kanka', ':', 'D']",['olumlu']
1512,"['Turkcell', 'Esnaf', 'isini', 'sevdim', 'cok', ',', 'akillara', 'saglik', ':', ')', '@', 'wandadigital']",['olumlu']
1513,"['Turkcell', 'Superonline', 'Fiber', 'İnternet', 'vs', 'Turkcell', 'Mobil', 'veri', '.', 'Gayet', 'başarılı', 'bence', '.', ':', ')', 'http', ':', '//t.co/UTOVvtTpdV']",['olumlu']
1514,"['Turkcell', 'bu', 'ay', 'bana', 'ikinci', 'kez', '1', 'gb', 'internet', 'hediye', 'gönderiyor', '.', 'Geçen', 'hafta', 'da', '30', 'tl', ',', '1', 'gb', 've', '1000', 'sms', 'göndermişti', ':', 'D']",['olumlu']
1515,"['Bir', 'adam', 'vardı', ',', 'canı', 'sıkılan', ',', 'canı', 'sıkılan', '.', 'Turkcell-im', 'geldi', 'sıkıntı', 'gitti', ',', 'sıkıntı', 'bitti', '...', 'Unutursak', 'kalbimiz', 'kurusun', ':', ')', '@', 'TurkcellHizmet']",['olumlu']
1516,"['Avea', 'ile', 'yollarımı', 'ayırıyorum', 'artık', 'Turkcell', 'liyiz', ':', ')']",['olumlu']
1517,"[""Turkcell'in"", 'hizmetini', 'bilemicem', 'ama', 'reklamları', 'bir', 'harika', ':', 'D']",['olumlu']
1518,"['Turkcell', 'cigkofte', 'reklami', 'cok', 'sempatik', 'olmus', ':', ')', ')']",['olumlu']
1519,"['Doğum', 'günümü', 'kutlayan', 'turkcell', 'e', 'vodafona', 'digiturk', 'e', 'büyük', 'sehire', 'iş', 'bankasına', 'ziraat', 'bankasına', 'tüm', 'kamu', 'kuruluşlarına', 'tesekkur', 'ederim', ':', ')', ')']",['olumlu']
1520,"['Sabah', 'sabah', 'turkcellden', '\\turkcell', 'yaninizda\\', ""''"", 'mesaji', 'almak', 'guzel', ':', 'D', ""''""]",['olumlu']
1521,"['Turkcell', 'reklamı', '10', 'numara', 'olmuş', ',', 'Corc', 'Emmi', ':', ')', ')']",['olumlu']
1522,"['tv', 'ekranlarındaki', 'en', 'sağlam', 'reklam', ',', 'tebrikler', 'turkcell', '..', 'öle', 'dümdük', ':', ')']",['olumlu']
1523,"['Hani', 'herkesin', 'aklında', 'kalan', 'bi', 'reklam', 'vardır', 'ya', ',', 'bendeki', 'her', 'zaman', 'bir', 'Turkcell', 'reklamı', 'olmuştur', '.', 'Gerçekten', 'harika', 'temalar', 'kullanıyorlar', '.']",['olumlu']
1524,"['Tv', 'izlemeyeli', 'değişik', 'değişik', 'reklamlar', 'çıkmış', 'ama', 'benim', 'favorim', 'Turkcell', 'reklamı', 'Allahım', 'o', 'çocuklar', 'ne', 'tatlı', 'yaa']",['olumlu']
1525,"['Bu', ""Turkcell'in"", ""Gencaver'iyle"", 'mesajlaşmak', 'da', ""Siri'ye"", 'bin', 'basar', 'yalnız', ',', 'bayılıyorum', ':', 'D']",['olumlu']
1526,"['Bu', 'sabah', ""Turkcell'in"", 'mehmetcik', 'reklamı', 'beni', 'bitirdi', '.', 'Ağla', 'ağla', 'şiştim', '.', 'Allah', 'hayırlı', 'teskereler', 've', 'herkesin', '...', 'http', ':', '//t.co/gg6jYkjtjj']",['olumlu']
1527,"['Harikasın', 'Turkcell', '.', 'Yaptığın', 'reklamla', 'kanıtladın', 'bunu', ':', 'D']",['olumlu']
